Код;КЧ;Наименование профессии;Наименование должности;Код категории;Код выпуска ЕТКС;Код по ОКЗ;autokey
22132;9;;Заведующий сектором (специализированным);1;;1229;classifierOkpdtr_22132
22134;8;;Заведующий сектором (научно-технического развития);1;;1237;classifierOkpdtr_22134
22135;2;;Заведующий сектором (функциональным в прочих областях деятельности);1;;1239;classifierOkpdtr_22135
22138;6;;Заведующий секцией;1;;1224;classifierOkpdtr_22138
22141;8;;Заведующий складом;1;;1226;classifierOkpdtr_22141
22144;1;;Заведующий станцией (в сельском, охотничьем, лесном и рыбном хозяйстве);1;;1221;classifierOkpdtr_22144
22146;0;;Заведующий станцией (в промышленности);1;;1222;classifierOkpdtr_22146
22147;5;;Заведующий станцией (в прочих отраслях);1;;1229;classifierOkpdtr_22147
22150;7;;Заведующий столовой;1;;1228;classifierOkpdtr_22150
22152;6;;Заведующий студией;1;;1226;classifierOkpdtr_22152
22153;0;;Заведующий техническим архивом;1;;1239;classifierOkpdtr_22153
22155;7;;Заведующий товарным комплексом;1;;1224;classifierOkpdtr_22155
22158;3;;Заведующий труппой;1;;1239;classifierOkpdtr_22158
22160;0;;Заведующий учебно-консультационным пунктом;1;;1229;classifierOkpdtr_22160
22161;5;;Заведующий фильмобазой (фильмохранилищем);1;;1229;classifierOkpdtr_22161
22164;9;;Заведующий фильмотекой;1;;1239;classifierOkpdtr_22164
22165;3;;Заведующий филиалом отделения Сбербанка;1;;1210;classifierOkpdtr_22165
22167;2;;Заведующий фондом (справочно-информационным);1;;1236;classifierOkpdtr_22167
22168;7;;Заведующий фондом (в прочих областях деятельности);1;;1239;classifierOkpdtr_22168
22170;4;;Заведующий фонотекой;1;;1239;classifierOkpdtr_22170
22174;2;;Заведующий фотографией;1;;1228;classifierOkpdtr_22174
22176;1;;Заведующий фотолабораторией;1;;1229;classifierOkpdtr_22176
22181;2;;Заведующий хозяйством;1;;1239;classifierOkpdtr_22181
22184;6;;Заведующий хранилищем;1;;1226;classifierOkpdtr_22184
22185;0;;Заведующий центральным складом;1;;1226;classifierOkpdtr_22185
22186;5;;Заведующий цеховой бухгалтерией;1;;1231;classifierOkpdtr_22186
22187;6;;Заведующий цехом;1;;1229;classifierOkpdtr_22187
22189;9;;Заведующий частью (музыкальной, постановочной, учебной, художественной и др.);1;;1239;classifierOkpdtr_22189
22192;0;;Заведующий экспедицией;1;;1239;classifierOkpdtr_22192
22194;2;;Заведующий этажом гостиницы;1;;1225;classifierOkpdtr_22194
22200;1;;Заместитель начальника департамента (управления) в Аппарате Правительства Российской Федерации;1;;1120;classifierOkpdtr_22200
22201;6;;Заместитель начальника департамента федерального органа исполнительной власти;1;;1120;classifierOkpdtr_22201
22204;8;;Заместитель начальника отдела в аппарате Верховного Суда Российской Федерации;1;;1120;classifierOkpdtr_22204
22205;4;;Заместитель начальника отдела в аппарате Высшего Арбитражного Суда Российской Федерации;1;;1120;classifierOkpdtr_22205
22206;9;;Заместитель начальника отдела в аппарате Конституционного Суда Российской Федерации;1;;1120;classifierOkpdtr_22206
22212;4;;Заместитель начальника отдела в составе департамента (управления) в Аппарате Правительства Российской Федерации;1;;1120;classifierOkpdtr_22212
22213;9;;Заместитель начальника отдела в составе департамента, управления федерального органа исполнительной власти;1;;1120;classifierOkpdtr_22213
22215;8;;Заместитель начальника отдела в составе управления Администрации Президента Российской Федерации;1;;1120;classifierOkpdtr_22215
22219;6;;Заместитель начальника отдела в составе управления в аппарате Верховного Суда Российской Федерации;1;;1120;classifierOkpdtr_22219
22220;9;;Заместитель начальника отдела в составе управления в аппарате Высшего Арбитражного Суда Российской Федерации;1;;1120;classifierOkpdtr_22220
22222;8;;Заместитель начальника отдела в составе управления в аппарате Генеральной прокуратуры Российской Федерации;1;;1120;classifierOkpdtr_22222
22223;2;;Заместитель начальника отдела в составе управления в Аппарате Государственной Думы Федерального Собрания;1;;1120;classifierOkpdtr_22223
22224;7;;Заместитель начальника отдела в составе управления в аппарате Конституционного Суда Российской Федерации;1;;1120;classifierOkpdtr_22224
22225;1;;Заместитель начальника отдела в составе управления в Аппарате Совета Федерации Федерального Собрания;1;;1120;classifierOkpdtr_22225
22227;0;;Заместитель начальника отдела в составе управления в аппарате Центральной избирательной комиссии Российской Федерации;1;;1120;classifierOkpdtr_22227
